batter_name,description,bb_type,events,Bases,outs_when_up,on_1b,on_2b,on_3b,delta_run_exp,hard_hit,chase,whiff,height,width,plate_x,plate_z,release_speed,release_spin_rate,launch_speed,p_throws,pitch_name,called_strike,line_drive,fly_ball,ground_ball,game_year
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.065,NA,NA,NA,High Out Of Zone,Left,-0.68,3.93,85.2,2240,NA,R,Slider,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.036,NA,NA,NA,High Out Of Zone,Left Out Of Zone,-2.09,3.86,86.5,1709,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,hit_into_play,fly_ball,fly_ball,No Runners,2,NA,NA,NA,-0.088,0,0,0,High,Left,-0.67,3.17,93.6,2155,84.3,R,Sinker,0,0,1,0,2017
Cody Bellinger,foul_bunt,foul_bunt,NA,No Runners,2,NA,NA,NA,-0.018,NA,1,0,High,Left Out Of Zone,-0.97,3.38,87.8,1794,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,swinging_strike_blocked,swinging_strike_blocked,strikeout,No Runners,2,NA,NA,NA,-0.073,NA,1,0,Low Out Of Zone,Right Out Of Zone,1.18,0.84,83.6,2457,NA,R,Slider,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,No Runners,2,NA,NA,NA,-0.029,1,0,0,Low,Right,0.33,1.85,82,2556,103,R,Slider,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,2,NA,NA,NA,0.014,NA,NA,NA,Middle,Left Out Of Zone,-1.78,2.53,84.6,3176,NA,R,Slider,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,No Runners,2,NA,NA,NA,-0.018,NA,NA,NA,Middle,Middle,-0.16,2.37,82.3,2559,NA,R,Slider,1,0,0,0,2017
Cody Bellinger,hit_into_play,fly_ball,fly_ball,No Runners,1,NA,NA,NA,-0.172,0,1,0,Low,Left Out Of Zone,-1.01,2.3,85.9,1369,94.7,R,Changeup,0,0,1,0,2017
Cody Bellinger,swinging_strike,swinging_strike,strikeout,2nd,2,NA,608369,NA,-0.265,NA,1,1,Low Out Of Zone,Middle,-0.09,0.99,83.1,2418,NA,R,Slider,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,1st,2,608369,NA,NA,0.034,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,2.11,-0.36,84.1,2460,NA,R,Slider,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,1st,2,608369,NA,NA,-0.055,1,1,0,Middle,Right Out Of Zone,1.08,2.95,92.7,2253,99.7,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,1st,2,608369,NA,NA,0.016,NA,NA,NA,Low,Left Out Of Zone,-1.95,1.82,85.2,1477,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,1st,2,608369,NA,NA,-0.032,NA,NA,NA,Low Out Of Zone,Left,-0.48,1.56,82.1,2207,NA,R,Slider,1,0,0,0,2017
Cody Bellinger,hit_into_play,ground_ball,ground_ball,No Runners,1,NA,NA,NA,-0.198,1,1,0,Low,Left Out Of Zone,-0.92,2.31,94.8,2341,103.6,R,4-Seam Fastball,0,0,0,1,2017
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.026,NA,NA,NA,Low Out Of Zone,Right,0.32,0.95,93.7,2300,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,hit_into_play,fly_ball,fly_ball,No Runners,1,NA,NA,NA,-0.223,0,1,0,Middle,Left Out Of Zone,-0.71,2.49,74.1,2670,92.8,R,Curveball,0,0,1,0,2017
Cody Bellinger,foul,foul,NA,No Runners,1,NA,NA,NA,0,0,1,0,High Out Of Zone,Middle,0.09,3.98,89.1,2523,73.6,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.071,NA,NA,NA,High Out Of Zone,Right,0.26,3.98,90.2,2447,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,NA,No Runners,1,NA,NA,NA,-0.052,NA,1,1,Low Out Of Zone,Right Out Of Zone,0.89,0.76,73.8,2752,NA,R,Curveball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.038,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,1.49,0.98,73.5,2752,NA,R,Curveball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.021,NA,NA,NA,Low,Left Out Of Zone,-0.94,1.71,72.5,2635,NA,R,Curveball,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,No Runners,1,NA,NA,NA,-0.026,NA,NA,NA,Middle,Middle,0,2.7,73,2550,NA,R,Curveball,1,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,strikeout,2nd,2,NA,518735,NA,-0.323,NA,0,1,Middle,Right,0.53,2.94,90.8,2481,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,2nd,2,NA,518735,NA,0.058,NA,NA,NA,High Out Of Zone,Right Out Of Zone,0.94,3.7,90,2410,NA,R,Sinker,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,2nd,2,NA,518735,NA,0.041,NA,NA,NA,High Out Of Zone,Right Out Of Zone,0.84,3.75,90.6,2570,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,2nd,2,NA,518735,NA,0.026,NA,NA,NA,High Out Of Zone,Middle,-0.21,4.74,91.1,2467,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,2nd,2,NA,518735,NA,-0.08,NA,NA,NA,Low,Right Out Of Zone,0.87,1.95,89.8,2410,NA,R,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,foul,foul,NA,2nd,2,NA,518735,NA,-0.046,0,0,0,Low,Middle,0.22,1.96,74.3,2638,60.9,R,Curveball,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,strikeout,2nd,2,NA,592626,NA,-0.323,NA,NA,NA,Low,Right,0.59,2.28,91.3,2558,NA,R,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,foul,foul,NA,2nd,2,NA,592626,NA,-0.08,0,1,0,High,Left Out Of Zone,-1.29,3.25,90.2,2461,74,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,NA,2nd,2,NA,592626,NA,-0.011,NA,1,1,Middle,Left Out Of Zone,-1.02,2.91,89.3,2459,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,2nd,2,NA,592626,NA,0.046,NA,NA,NA,High Out Of Zone,Left,-0.69,3.88,83.4,1785,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,2nd,2,NA,592626,NA,0.014,NA,NA,NA,Low,Left Out Of Zone,-1.27,1.99,90.5,2410,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,2nd,2,NA,592626,NA,0.031,NA,NA,NA,Low Out Of Zone,Middle,0.17,1.31,74.6,2689,NA,R,Curveball,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,strikeout,No Runners,0,NA,NA,NA,-0.173,NA,0,1,Low,Right,0.26,1.77,82.2,2893,NA,R,Curveball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.021,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-1.32,1.33,88.8,1764,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,No Runners,0,NA,NA,NA,-0.056,NA,NA,NA,Middle,Left Out Of Zone,-1.05,2.87,96.1,2681,NA,R,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,No Runners,0,NA,NA,NA,-0.037,NA,NA,NA,High,Left Out Of Zone,-0.97,3,96.2,2656,NA,R,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,strikeout,No Runners,0,NA,NA,NA,-0.173,NA,0,1,Low,Right,0.43,1.74,82,2941,NA,R,Curveball,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,No Runners,0,NA,NA,NA,-0.062,NA,1,0,High Out Of Zone,Middle,-0.04,3.75,95.8,2689,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,NA,No Runners,0,NA,NA,NA,-0.046,NA,0,1,Middle,Left,-0.38,2.61,96.1,2644,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.036,NA,NA,NA,High Out Of Zone,Left Out Of Zone,-0.98,3.72,95.8,2598,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,strikeout,3rd,2,NA,NA,621035,-0.235,NA,0,1,High,Left,-0.66,3.01,97.4,2610,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,3rd,2,NA,NA,621035,-0.096,0,0,0,High,Right,0.32,3.64,97.1,2647,83.8,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,NA,3rd,2,NA,NA,621035,-0.057,NA,0,1,Middle,Middle,0.02,2.96,96.1,2644,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,3rd,2,NA,NA,621035,0.034,NA,NA,NA,High Out Of Zone,Left Out Of Zone,-0.95,4.09,96.6,2478,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,strikeout,No Runners,2,NA,NA,NA,-0.073,NA,1,1,Middle,Right Out Of Zone,0.91,2.95,97.5,2499,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,No Runners,2,NA,NA,NA,-0.029,0,0,0,Middle,Middle,0.16,2.62,96.3,2707,83,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,No Runners,2,NA,NA,NA,-0.022,NA,NA,NA,Low,Left,-0.3,2.2,96.4,2562,NA,R,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,2,NA,NA,NA,0.018,NA,NA,NA,Middle,Right Out Of Zone,1,2.94,96.7,2725,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,strikeout,No Runners,0,NA,NA,NA,-0.216,NA,1,1,High,Right Out Of Zone,0.78,3.59,97.9,2631,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.043,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,1.47,1.54,86.8,2819,NA,R,Slider,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.021,NA,NA,NA,High Out Of Zone,Right Out Of Zone,1.14,4.31,97,2592,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,No Runners,0,NA,NA,NA,0,0,1,0,High Out Of Zone,Middle,0.04,4.16,96.5,2632,73.9,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,No Runners,0,NA,NA,NA,-0.056,0,0,0,Low,Middle,0.21,1.94,84.7,2738,71.7,R,Slider,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,No Runners,0,NA,NA,NA,-0.037,NA,NA,NA,Middle,Right Out Of Zone,0.75,2.45,95.3,2507,NA,R,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,strikeout,1st & 2nd,2,457759,518586,NA,-0.512,NA,1,1,Low Out Of Zone,Left Out Of Zone,-0.81,1.27,85.1,2046,NA,L,Slider,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,1st & 2nd,2,457759,518586,NA,0.095,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,1.14,1.35,96.8,2095,NA,L,Sinker,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,1st & 2nd,2,457759,518586,NA,0,NA,1,0,Low Out Of Zone,Middle,0.09,1.39,87.9,NA,NA,L,Slider,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,1st & 2nd,2,457759,518586,NA,0,NA,1,0,Low Out Of Zone,Middle,0.06,1.06,87.2,NA,NA,L,Slider,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,1st & 2nd,2,457759,518586,NA,0.087,NA,NA,NA,Low,Left Out Of Zone,-1.09,2.18,95,2041,NA,L,Sinker,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,1st & 2nd,2,457759,518586,NA,0,0,0,0,High,Middle,0,3.14,87.2,2366,68.3,L,Slider,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,1st & 2nd,2,457759,518586,NA,0.057,NA,NA,NA,Low,Left Out Of Zone,-1.44,2.08,88.5,2369,NA,L,Slider,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,NA,1st & 2nd,2,457759,518586,NA,-0.113,NA,1,1,Low Out Of Zone,Left Out Of Zone,-0.81,1.5,86.4,2288,NA,L,Slider,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,1st & 2nd,2,457759,518586,NA,-0.068,0,0,0,Low,Middle,0.22,1.68,94.6,2049,70.7,L,Sinker,0,0,0,0,2017
Cody Bellinger,hit_into_play,ground_ball,force_out,1st & 2nd,1,457759,608369,NA,-0.717,0,0,0,Middle,Middle,0.12,2.42,94.2,2048,74.2,L,Sinker,0,0,0,1,2017
Cody Bellinger,ball,ball,NA,1st & 2nd,1,457759,608369,NA,0.093,NA,NA,NA,Low,Left Out Of Zone,-1.14,2.31,96.2,2237,NA,L,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,1st & 2nd,1,457759,608369,NA,0.046,NA,NA,NA,Middle,Right,0.64,2.86,83.9,2406,NA,L,Slider,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,1st & 2nd,1,457759,608369,NA,-0.073,NA,NA,NA,Middle,Left,-0.47,2.83,94.9,2242,NA,L,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,bunt_into_play,ground_ball,single,No Runners,0,NA,NA,NA,-0.035,0,1,0,High Out Of Zone,Middle,-0.19,3.68,85.3,2688,41.5,R,Slider,0,0,0,1,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.065,NA,NA,NA,High Out Of Zone,Left Out Of Zone,-1.81,4.1,84.5,1738,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.036,NA,NA,NA,High Out Of Zone,Left Out Of Zone,-0.97,3.75,84.4,2633,NA,R,Slider,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,strikeout,1st & 2nd,1,621035,523253,NA,-0.633,NA,1,1,Low Out Of Zone,Right Out Of Zone,0.75,1.34,86.6,2775,NA,R,Slider,0,0,0,0,2017
Cody Bellinger,blocked_ball,blocked_ball,NA,1st & 2nd,1,621035,523253,NA,0.219,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,0.95,-1.99,86.5,NA,NA,R,Slider,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,NA,1st & 2nd,1,621035,523253,NA,-0.13,NA,0,1,High,Middle,-0.06,3.13,93.5,2217,NA,R,Sinker,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,1st & 2nd,1,621035,523253,NA,0.093,NA,NA,NA,High Out Of Zone,Middle,-0.17,4.76,92.4,2292,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,1st & 2nd,1,621035,523253,NA,0.046,NA,NA,NA,High Out Of Zone,Left,-0.68,5.31,92.4,2353,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,1st & 2nd,1,621035,523253,NA,-0.073,NA,NA,NA,Low,Left,-0.53,1.95,85,NA,NA,R,Slider,1,0,0,0,2017
Cody Bellinger,ball,ball,walk,1st,2,608369,NA,NA,0.145,NA,NA,NA,High,Left Out Of Zone,-1.34,3.26,86.4,2716,NA,R,Slider,0,0,0,0,2017
Cody Bellinger,blocked_ball,blocked_ball,NA,1st,2,608369,NA,NA,0.069,NA,NA,NA,Low Out Of Zone,Right,0.49,0.87,86.7,1779,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,1st,2,608369,NA,NA,0.031,NA,NA,NA,Low,Right Out Of Zone,1.18,2.24,93.5,2275,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,1st,2,608369,NA,NA,0.016,NA,NA,NA,High Out Of Zone,Middle,0.04,3.68,93,2300,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,NA,1st,2,608369,NA,NA,-0.032,NA,1,1,Middle,Left Out Of Zone,-0.88,2.35,93.1,2222,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,strikeout,1st,2,605131,NA,NA,-0.251,NA,0,1,Middle,Right,0.7,2.64,94.5,2177,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,1st,2,605131,NA,NA,0,0,1,0,High Out Of Zone,Left,-0.61,4.18,94.2,2254,77.6,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,1st,2,605131,NA,NA,0.061,NA,NA,NA,Middle,Left Out Of Zone,-1.91,2.52,96.2,2179,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,1st,2,605131,NA,NA,-0.052,NA,NA,NA,High,Left Out Of Zone,-0.87,3.1,95,2261,NA,R,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,NA,1st,2,605131,NA,NA,-0.058,NA,0,1,High,Left,-0.42,3.12,94.3,2235,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,1st,2,605131,NA,NA,0.048,NA,NA,NA,Middle,Right Out Of Zone,1.08,2.65,94.6,2182,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,1st,2,605131,NA,NA,0.026,NA,NA,NA,High Out Of Zone,Left,-0.63,3.76,94.3,2227,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,strikeout,1st,2,621035,NA,NA,-0.156,NA,1,1,Middle,Left Out Of Zone,-0.99,2.67,98.2,2062,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,1st,2,621035,NA,NA,-0.055,NA,1,0,Middle,Right Out Of Zone,0.81,2.7,97.9,2183,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,1st,2,621035,NA,NA,0.016,NA,NA,NA,Low Out Of Zone,Left,-0.44,1.1,93.4,1854,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,1st,2,621035,NA,NA,-0.032,NA,NA,NA,Middle,Left Out Of Zone,-0.74,2.55,97.3,2051,NA,R,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,called_strike,called_strike,strikeout,No Runners,1,NA,NA,NA,-0.122,NA,NA,NA,Middle,Right Out Of Zone,0.71,2.38,93,2118,NA,R,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,foul,foul,NA,No Runners,1,NA,NA,NA,-0.045,NA,1,0,Low,Right Out Of Zone,0.81,2.2,82.3,NA,NA,R,Slider,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,No Runners,1,NA,NA,NA,-0.032,NA,NA,NA,Low,Left Out Of Zone,-0.89,1.9,91,2135,NA,R,Sinker,1,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.026,NA,NA,NA,High Out Of Zone,Left Out Of Zone,-1.45,3.9,91.5,2222,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,strikeout,2nd,2,NA,621035,NA,-0.265,NA,0,1,Low,Right,0.57,1.81,81.9,2465,NA,R,Slider,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,2nd,2,NA,621035,NA,0.041,NA,NA,NA,Low,Left Out Of Zone,-1.48,1.96,82.8,2451,NA,R,Slider,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,NA,2nd,2,NA,621035,NA,-0.086,NA,0,1,High,Right,0.61,3.59,93.3,2113,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,2nd,2,NA,621035,NA,0.032,NA,NA,NA,High Out Of Zone,Left,-0.36,4.87,91.6,2156,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,2nd,2,NA,621035,NA,-0.046,1,0,0,Middle,Left,-0.25,2.33,83.1,1330,105.8,R,Split-Finger,0,0,0,0,2017
Cody Bellinger,ball,ball,walk,3rd,2,NA,NA,400284,0.047,NA,NA,NA,Low,Left Out Of Zone,-1.49,1.79,92.8,2154,NA,R,Sinker,0,0,0,0,2017
Cody Bellinger,blocked_ball,blocked_ball,NA,3rd,2,NA,NA,400284,0.061,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-1.14,0.36,92.1,2014,NA,R,Sinker,0,0,0,0,2017
Cody Bellinger,blocked_ball,blocked_ball,NA,3rd,2,NA,NA,400284,0.037,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,0.78,0.37,83.6,1615,NA,R,Split-Finger,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,3rd,2,NA,NA,400284,0.034,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-0.91,0.99,76.2,2763,NA,R,Curveball,0,0,0,0,2017
Cody Bellinger,foul_tip,foul_tip,strikeout,No Runners,1,NA,NA,NA,-0.122,NA,0,0,Low,Left,-0.66,2.24,86.1,2480,NA,L,Slider,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.015,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-0.98,1.49,88.2,2529,NA,L,Slider,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,No Runners,1,NA,NA,NA,0,0,0,0,Middle,Right,0.53,2.88,94.8,2335,73.1,L,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,NA,No Runners,1,NA,NA,NA,-0.039,NA,0,1,Low,Middle,-0.16,2.26,94.1,2368,NA,L,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,No Runners,1,NA,NA,NA,-0.026,NA,0,0,Middle,Middle,-0.06,2.63,93.7,2238,NA,L,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,strikeout,No Runners,0,NA,NA,NA,-0.152,NA,1,1,High Out Of Zone,Right,0.59,3.66,93,2279,NA,L,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,No Runners,0,NA,NA,NA,-0.056,0,0,0,Middle,Left,-0.28,2.33,93.4,2361,76.9,L,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,No Runners,0,NA,NA,NA,-0.037,NA,NA,NA,Low Out Of Zone,Left,-0.29,1.35,92.9,2433,NA,L,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,ball,ball,walk,2nd,2,NA,621035,NA,0.062,NA,NA,NA,High,Left Out Of Zone,-2.1,3.04,91.2,2175,NA,R,Sinker,0,0,0,0,2017
Cody Bellinger,blocked_ball,blocked_ball,NA,2nd,2,NA,621035,NA,0.065,NA,NA,NA,Low Out Of Zone,Left,-0.55,0.99,86.1,2111,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,NA,2nd,2,NA,621035,NA,-0.03,NA,0,1,Low,Left,-0.33,1.69,85.4,1972,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,2nd,2,NA,621035,NA,0.014,NA,NA,NA,Low,Left Out Of Zone,-1.61,1.97,91,2244,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,2nd,2,NA,621035,NA,0.031,NA,NA,NA,Low,Left Out Of Zone,-1.37,1.8,91,2301,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,walk,No Runners,0,NA,NA,NA,0.233,NA,NA,NA,Low,Left Out Of Zone,-1.12,1.99,92.4,2228,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.117,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-0.92,0.58,86.6,1804,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.05,NA,NA,NA,Middle,Right Out Of Zone,1.76,2.79,90.1,2389,NA,R,Cutter,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.027,NA,NA,NA,Middle,Right Out Of Zone,2.01,2.79,90.9,2392,NA,R,Cutter,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,No Runners,0,NA,NA,NA,-0.037,NA,NA,NA,Low,Right,0.5,1.83,92,2333,NA,R,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,strikeout,2nd,1,NA,457759,NA,-0.248,NA,0,1,Low,Middle,-0.07,1.82,85.6,2800,NA,R,Curveball,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,NA,2nd,1,NA,457759,NA,-0.09,NA,1,1,Low,Right Out Of Zone,0.99,1.75,89.1,2575,NA,R,Cutter,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,2nd,1,NA,457759,NA,0.041,NA,NA,NA,High,Left Out Of Zone,-2.58,3.03,93.3,2305,NA,R,Sinker,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,2nd,1,NA,457759,NA,-0.061,NA,NA,NA,Low,Left,-0.53,1.99,93.8,2472,NA,R,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,called_strike,called_strike,strikeout,No Runners,0,NA,NA,NA,-0.323,NA,NA,NA,Middle,Right,0.59,2.9,92.7,2201,NA,R,Sinker,1,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.107,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-0.84,0.89,87.7,1618,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,NA,No Runners,0,NA,NA,NA,-0.069,NA,0,1,Low,Right,0.52,1.97,83.8,2509,NA,R,Curveball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.05,NA,NA,NA,High Out Of Zone,Left Out Of Zone,-1.38,3.71,93.1,2428,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,NA,No Runners,0,NA,NA,NA,-0.046,NA,0,1,Low,Left,-0.64,2.04,85.5,1539,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.036,NA,NA,NA,High Out Of Zone,Middle,-0.23,3.77,88,2508,NA,R,Cutter,0,0,0,0,2017
Cody Bellinger,hit_into_play,popup,popup,No Runners,0,NA,NA,NA,-0.235,0,1,0,High,Right Out Of Zone,1.13,3.39,89.2,2592,80,R,Cutter,0,0,0,0,2017
